Arrival Date,Arrival Date (Day),Arrival Date (Hour),Arrival Date (Minute),Arrival Date (Month),Arrival Date (Quarter),Arrival Date (Second),Arrival Date (Week),Arrival Date (Year),Arrival Date (Epoch days),Arrival Date (Epoch seconds),Dispatch Date,Dispatch Date (Day),Dispatch Date (Hour),Dispatch Date (Minute),Dispatch Date (Month),Dispatch Date (Quarter),Dispatch Date (Second),Dispatch Date (Week),Dispatch Date (Year),Dispatch Date (Epoch days),Dispatch Date (Epoch seconds),From Source,Ordered ID,To Destination,Truck ID,Warehouse IDs
"",,,,,,,,,0,0,23/2/2020,23,00,00,02,1,00,08,2020,18315,1582416000,WSE1001,ORD1783,SERVICEPROVIDER1007,TRU1005,WSE1001
"",,,,,,,,,0,0,24/2/2020,24,00,00,02,1,00,08,2020,18316,1582502400,WSE1001,ORD1784,SERVICEPROVIDER1007,TRU1005,WSE1001
28/2/2020,28,00,00,02,1,00,09,2020,18320,1582848000,25/2/2020,25,00,00,02,1,00,08,2020,18317,1582588800,WSE1001,ORD1785,SERVICEPROVIDER1007,TRU1005,WSE1001
"",,,,,,,,,0,0,26/2/2020,26,00,00,02,1,00,09,2020,18318,1582675200,WSE1001,ORD1786,SERVICEPROVIDER1007,TRU1005,WSE1001
2/3/2020,02,00,00,03,1,00,09,2020,18323,1583107200,27/2/2020,27,00,00,02,1,00,09,2020,18319,1582761600,WSE1001,ORD1787,SERVICEPROVIDER1007,TRU1005,WSE1001
"",,,,,,,,,0,0,28/2/2020,28,00,00,02,1,00,09,2020,18320,1582848000,WSE1001,ORD1788,SERVICEPROVIDER1007,TRU1005,WSE1001
"",,,,,,,,,0,0,1/3/2020,01,00,00,03,1,00,09,2020,18322,1583020800,WSE1001,ORD1789,SERVICEPROVIDER1007,TRU1005,WSE1001
"",,,,,,,,,0,0,2/3/2020,02,00,00,03,1,00,09,2020,18323,1583107200,WSE1001,ORD1790,SERVICEPROVIDER1007,TRU1005,WSE1001
6/3/2020,06,00,00,03,1,00,10,2020,18327,1583452800,3/3/2020,03,00,00,03,1,00,09,2020,18324,1583193600,WSE1001,ORD1791,SERVICEPROVIDER1007,TRU1005,WSE1001
"",,,,,,,,,0,0,4/3/2020,04,00,00,03,1,00,10,2020,18325,1583280000,WSE1001,ORD1792,SERVICEPROVIDER1007,TRU1005,WSE1001
8/3/2020,08,00,00,03,1,00,10,2020,18329,1583625600,5/3/2020,05,00,00,03,1,00,10,2020,18326,1583366400,WSE1001,ORD1793,SERVICEPROVIDER1007,TRU1005,WSE1001
"",,,,,,,,,0,0,6/3/2020,06,00,00,03,1,00,10,2020,18327,1583452800,WSE1001,ORD1794,SERVICEPROVIDER1007,TRU1005,WSE1001
"",,,,,,,,,0,0,7/3/2020,07,00,00,03,1,00,10,2020,18328,1583539200,WSE1001,ORD1795,SERVICEPROVIDER1007,TRU1005,WSE1001
"",,,,,,,,,0,0,8/3/2020,08,00,00,03,1,00,10,2020,18329,1583625600,WSE1001,ORD1796,SERVICEPROVIDER1007,TRU1005,WSE1001
12/3/2020,12,00,00,03,1,00,11,2020,18333,1583971200,9/3/2020,09,00,00,03,1,00,10,2020,18330,1583712000,WSE1001,ORD1797,SERVICEPROVIDER1007,TRU1005,WSE1001
"",,,,,,,,,0,0,10/3/2020,10,00,00,03,1,00,10,2020,18331,1583798400,WSE1001,ORD1798,SERVICEPROVIDER1007,TRU1005,WSE1001
"",,,,,,,,,0,0,11/3/2020,11,00,00,03,1,00,11,2020,18332,1583884800,WSE1001,ORD1799,SERVICEPROVIDER1007,TRU1005,WSE1001
15/3/2020,15,00,00,03,1,00,11,2020,18336,1584230400,12/3/2020,12,00,00,03,1,00,11,2020,18333,1583971200,WSE1001,ORD1800,SERVICEPROVIDER1007,TRU1005,WSE1001
"",,,,,,,,,0,0,2/1/2018,02,00,00,01,1,00,01,2018,17533,1514851200,PROVIDER1021,ORD1801,WWE1001,TRU1006,WWE1001
6/1/2018,06,00,00,01,1,00,01,2018,17537,1515196800,3/1/2018,03,00,00,01,1,00,01,2018,17534,1514937600,PROVIDER1021,ORD1802,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,4/1/2018,04,00,00,01,1,00,01,2018,17535,1515024000,PROVIDER1021,ORD1803,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,5/1/2018,05,00,00,01,1,00,01,2018,17536,1515110400,PROVIDER1021,ORD1804,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,6/1/2018,06,00,00,01,1,00,01,2018,17537,1515196800,PROVIDER1021,ORD1805,WWE1001,TRU1006,WWE1001
10/1/2018,10,00,00,01,1,00,02,2018,17541,1515542400,7/1/2018,07,00,00,01,1,00,01,2018,17538,1515283200,PROVIDER1022,ORD1806,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,8/1/2018,08,00,00,01,1,00,02,2018,17539,1515369600,PROVIDER1022,ORD1807,WWE1001,TRU1006,WWE1001
12/1/2018,12,00,00,01,1,00,02,2018,17543,1515715200,9/1/2018,09,00,00,01,1,00,02,2018,17540,1515456000,PROVIDER1022,ORD1808,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,10/1/2018,10,00,00,01,1,00,02,2018,17541,1515542400,PROVIDER1022,ORD1809,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,11/1/2018,11,00,00,01,1,00,02,2018,17542,1515628800,PROVIDER1022,ORD1810,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,12/1/2018,12,00,00,01,1,00,02,2018,17543,1515715200,PROVIDER1022,ORD1811,WWE1001,TRU1006,WWE1001
16/1/2018,16,00,00,01,1,00,03,2018,17547,1516060800,13/1/2018,13,00,00,01,1,00,02,2018,17544,1515801600,PROVIDER1022,ORD1812,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,14/1/2018,14,00,00,01,1,00,02,2018,17545,1515888000,PROVIDER1022,ORD1813,WWE1001,TRU1006,WWE1001
18/1/2018,18,00,00,01,1,00,03,2018,17549,1516233600,15/1/2018,15,00,00,01,1,00,03,2018,17546,1515974400,PROVIDER1022,ORD1814,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,16/1/2018,16,00,00,01,1,00,03,2018,17547,1516060800,PROVIDER1022,ORD1815,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,17/1/2018,17,00,00,01,1,00,03,2018,17548,1516147200,PROVIDER1022,ORD1816,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,18/1/2018,18,00,00,01,1,00,03,2018,17549,1516233600,PROVIDER1021,ORD1817,WWE1001,TRU1006,WWE1001
22/1/2018,22,00,00,01,1,00,04,2018,17553,1516579200,19/1/2018,19,00,00,01,1,00,03,2018,17550,1516320000,PROVIDER1021,ORD1818,WWE1001,TRU1006,WWE1001
23/1/2018,23,00,00,01,1,00,04,2018,17554,1516665600,20/1/2018,20,00,00,01,1,00,03,2018,17551,1516406400,PROVIDER1021,ORD1819,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,21/1/2018,21,00,00,01,1,00,03,2018,17552,1516492800,PROVIDER1021,ORD1820,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,22/1/2018,22,00,00,01,1,00,04,2018,17553,1516579200,PROVIDER1021,ORD1821,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,23/1/2018,23,00,00,01,1,00,04,2018,17554,1516665600,PROVIDER1022,ORD1822,WWE1001,TRU1006,WWE1001
27/1/2018,27,00,00,01,1,00,04,2018,17558,1517011200,24/1/2018,24,00,00,01,1,00,04,2018,17555,1516752000,PROVIDER1022,ORD1823,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,25/1/2018,25,00,00,01,1,00,04,2018,17556,1516838400,PROVIDER1022,ORD1824,WWE1001,TRU1006,WWE1001
29/1/2018,29,00,00,01,1,00,05,2018,17560,1517184000,26/1/2018,26,00,00,01,1,00,04,2018,17557,1516924800,PROVIDER1022,ORD1825,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,27/1/2018,27,00,00,01,1,00,04,2018,17558,1517011200,PROVIDER1022,ORD1826,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,28/1/2018,28,00,00,01,1,00,04,2018,17559,1517097600,PROVIDER1022,ORD1827,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,29/1/2018,29,00,00,01,1,00,05,2018,17560,1517184000,PROVIDER1022,ORD1828,WWE1001,TRU1006,WWE1001
2/2/2018,02,00,00,02,1,00,05,2018,17564,1517529600,30/1/2018,30,00,00,01,1,00,05,2018,17561,1517270400,PROVIDER1022,ORD1829,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,31/1/2018,31,00,00,01,1,00,05,2018,17562,1517356800,PROVIDER1022,ORD1830,WWE1001,TRU1006,WWE1001
4/2/2018,04,00,00,02,1,00,05,2018,17566,1517702400,1/2/2018,01,00,00,02,1,00,05,2018,17563,1517443200,PROVIDER1022,ORD1831,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,2/2/2018,02,00,00,02,1,00,05,2018,17564,1517529600,PROVIDER1022,ORD1832,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,3/2/2018,03,00,00,02,1,00,05,2018,17565,1517616000,PROVIDER1021,ORD1833,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,4/2/2018,04,00,00,02,1,00,05,2018,17566,1517702400,PROVIDER1022,ORD1834,WWE1001,TRU1006,WWE1001
8/2/2018,08,00,00,02,1,00,06,2018,17570,1518048000,5/2/2018,05,00,00,02,1,00,06,2018,17567,1517788800,PROVIDER1022,ORD1835,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,6/2/2018,06,00,00,02,1,00,06,2018,17568,1517875200,PROVIDER1021,ORD1836,WWE1001,TRU1006,WWE1001
10/2/2018,10,00,00,02,1,00,06,2018,17572,1518220800,7/2/2018,07,00,00,02,1,00,06,2018,17569,1517961600,PROVIDER1021,ORD1837,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,8/2/2018,08,00,00,02,1,00,06,2018,17570,1518048000,PROVIDER1022,ORD1838,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,9/2/2018,09,00,00,02,1,00,06,2018,17571,1518134400,PROVIDER1022,ORD1839,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,10/2/2018,10,00,00,02,1,00,06,2018,17572,1518220800,PROVIDER1021,ORD1840,WWE1001,TRU1006,WWE1001
14/2/2018,14,00,00,02,1,00,07,2018,17576,1518566400,11/2/2018,11,00,00,02,1,00,06,2018,17573,1518307200,PROVIDER1022,ORD1841,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,12/2/2018,12,00,00,02,1,00,07,2018,17574,1518393600,PROVIDER1022,ORD1842,WWE1001,TRU1006,WWE1001
16/2/2018,16,00,00,02,1,00,07,2018,17578,1518739200,13/2/2018,13,00,00,02,1,00,07,2018,17575,1518480000,PROVIDER1022,ORD1843,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,14/2/2018,14,00,00,02,1,00,07,2018,17576,1518566400,PROVIDER1022,ORD1844,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,15/2/2018,15,00,00,02,1,00,07,2018,17577,1518652800,PROVIDER1022,ORD1845,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,16/2/2018,16,00,00,02,1,00,07,2018,17578,1518739200,PROVIDER1022,ORD1846,WWE1001,TRU1006,WWE1001
20/2/2018,20,00,00,02,1,00,08,2018,17582,1519084800,17/2/2018,17,00,00,02,1,00,07,2018,17579,1518825600,PROVIDER1022,ORD1847,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,18/2/2018,18,00,00,02,1,00,07,2018,17580,1518912000,PROVIDER1022,ORD1848,WWE1001,TRU1006,WWE1001
22/2/2018,22,00,00,02,1,00,08,2018,17584,1519257600,19/2/2018,19,00,00,02,1,00,08,2018,17581,1518998400,PROVIDER1022,ORD1849,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,20/2/2018,20,00,00,02,1,00,08,2018,17582,1519084800,PROVIDER1022,ORD1850,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,21/2/2018,21,00,00,02,1,00,08,2018,17583,1519171200,PROVIDER1022,ORD1851,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,22/2/2018,22,00,00,02,1,00,08,2018,17584,1519257600,PROVIDER1022,ORD1852,WWE1001,TRU1006,WWE1001
26/2/2018,26,00,00,02,1,00,09,2018,17588,1519603200,23/2/2018,23,00,00,02,1,00,08,2018,17585,1519344000,PROVIDER1022,ORD1853,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,24/2/2018,24,00,00,02,1,00,08,2018,17586,1519430400,PROVIDER1022,ORD1854,WWE1001,TRU1006,WWE1001
28/2/2018,28,00,00,02,1,00,09,2018,17590,1519776000,25/2/2018,25,00,00,02,1,00,08,2018,17587,1519516800,PROVIDER1022,ORD1855,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,26/2/2018,26,00,00,02,1,00,09,2018,17588,1519603200,PROVIDER1022,ORD1856,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,27/2/2018,27,00,00,02,1,00,09,2018,17589,1519689600,PROVIDER1022,ORD1857,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,28/2/2018,28,00,00,02,1,00,09,2018,17590,1519776000,PROVIDER1022,ORD1858,WWE1001,TRU1006,WWE1001
4/3/2018,04,00,00,03,1,00,09,2018,17594,1520121600,1/3/2018,01,00,00,03,1,00,09,2018,17591,1519862400,PROVIDER1022,ORD1859,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,2/3/2018,02,00,00,03,1,00,09,2018,17592,1519948800,PROVIDER1022,ORD1860,WWE1001,TRU1006,WWE1001
6/3/2018,06,00,00,03,1,00,10,2018,17596,1520294400,3/3/2018,03,00,00,03,1,00,09,2018,17593,1520035200,PROVIDER1021,ORD1861,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,4/3/2018,04,00,00,03,1,00,09,2018,17594,1520121600,PROVIDER1021,ORD1862,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,5/3/2018,05,00,00,03,1,00,10,2018,17595,1520208000,PROVIDER1022,ORD1863,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,6/3/2018,06,00,00,03,1,00,10,2018,17596,1520294400,PROVIDER1021,ORD1864,WWE1001,TRU1006,WWE1001
10/3/2018,10,00,00,03,1,00,10,2018,17600,1520640000,7/3/2018,07,00,00,03,1,00,10,2018,17597,1520380800,PROVIDER1021,ORD1865,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,8/3/2018,08,00,00,03,1,00,10,2018,17598,1520467200,PROVIDER1022,ORD1866,WWE1001,TRU1006,WWE1001
12/3/2018,12,00,00,03,1,00,11,2018,17602,1520812800,9/3/2018,09,00,00,03,1,00,10,2018,17599,1520553600,PROVIDER1021,ORD1867,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,10/3/2018,10,00,00,03,1,00,10,2018,17600,1520640000,PROVIDER1021,ORD1868,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,11/3/2018,11,00,00,03,1,00,10,2018,17601,1520726400,PROVIDER1021,ORD1869,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,12/3/2018,12,00,00,03,1,00,11,2018,17602,1520812800,PROVIDER1021,ORD1870,WWE1001,TRU1006,WWE1001
16/3/2018,16,00,00,03,1,00,11,2018,17606,1521158400,13/3/2018,13,00,00,03,1,00,11,2018,17603,1520899200,PROVIDER1021,ORD1871,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,14/3/2018,14,00,00,03,1,00,11,2018,17604,1520985600,PROVIDER1021,ORD1872,WWE1001,TRU1006,WWE1001
18/3/2018,18,00,00,03,1,00,11,2018,17608,1521331200,15/3/2018,15,00,00,03,1,00,11,2018,17605,1521072000,PROVIDER1021,ORD1873,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,16/3/2018,16,00,00,03,1,00,11,2018,17606,1521158400,PROVIDER1021,ORD1874,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,17/3/2018,17,00,00,03,1,00,11,2018,17607,1521244800,PROVIDER1021,ORD1875,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,18/3/2018,18,00,00,03,1,00,11,2018,17608,1521331200,PROVIDER1021,ORD1876,WWE1001,TRU1006,WWE1001
22/3/2018,22,00,00,03,1,00,12,2018,17612,1521676800,19/3/2018,19,00,00,03,1,00,12,2018,17609,1521417600,PROVIDER1021,ORD1877,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,20/3/2018,20,00,00,03,1,00,12,2018,17610,1521504000,PROVIDER1021,ORD1878,WWE1001,TRU1006,WWE1001
24/3/2018,24,00,00,03,1,00,12,2018,17614,1521849600,21/3/2018,21,00,00,03,1,00,12,2018,17611,1521590400,PROVIDER1021,ORD1879,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,22/3/2018,22,00,00,03,1,00,12,2018,17612,1521676800,PROVIDER1021,ORD1880,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,23/3/2018,23,00,00,03,1,00,12,2018,17613,1521763200,PROVIDER1022,ORD1881,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,24/3/2018,24,00,00,03,1,00,12,2018,17614,1521849600,PROVIDER1022,ORD1882,WWE1001,TRU1006,WWE1001
28/3/2018,28,00,00,03,1,00,13,2018,17618,1522195200,25/3/2018,25,00,00,03,1,00,12,2018,17615,1521936000,PROVIDER1022,ORD1883,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,26/3/2018,26,00,00,03,1,00,13,2018,17616,1522022400,PROVIDER1022,ORD1884,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,27/3/2018,27,00,00,03,1,00,13,2018,17617,1522108800,PROVIDER1022,ORD1885,WWE1001,TRU1006,WWE1001
31/3/2018,31,00,00,03,1,00,13,2018,17621,1522454400,28/3/2018,28,00,00,03,1,00,13,2018,17618,1522195200,PROVIDER1022,ORD1886,WWE1001,TRU1006,WWE1001
1/4/2018,01,00,00,04,2,00,13,2018,17622,1522540800,29/3/2018,29,00,00,03,1,00,13,2018,17619,1522281600,PROVIDER1022,ORD1887,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,30/3/2018,30,00,00,03,1,00,13,2018,17620,1522368000,PROVIDER1022,ORD1888,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,31/3/2018,31,00,00,03,1,00,13,2018,17621,1522454400,PROVIDER1022,ORD1889,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,1/4/2018,01,00,00,04,2,00,13,2018,17622,1522540800,PROVIDER1022,ORD1890,WWE1001,TRU1006,WWE1001
5/4/2018,05,00,00,04,2,00,14,2018,17626,1522886400,2/4/2018,02,00,00,04,2,00,14,2018,17623,1522627200,PROVIDER1022,ORD1891,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,3/4/2018,03,00,00,04,2,00,14,2018,17624,1522713600,PROVIDER1022,ORD1892,WWE1001,TRU1006,WWE1001
7/4/2018,07,00,00,04,2,00,14,2018,17628,1523059200,4/4/2018,04,00,00,04,2,00,14,2018,17625,1522800000,PROVIDER1022,ORD1893,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,5/4/2018,05,00,00,04,2,00,14,2018,17626,1522886400,PROVIDER1022,ORD1894,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,6/4/2018,06,00,00,04,2,00,14,2018,17627,1522972800,PROVIDER1022,ORD1895,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,7/4/2018,07,00,00,04,2,00,14,2018,17628,1523059200,PROVIDER1022,ORD1896,WWE1001,TRU1006,WWE1001
11/4/2018,11,00,00,04,2,00,15,2018,17632,1523404800,8/4/2018,08,00,00,04,2,00,14,2018,17629,1523145600,PROVIDER1022,ORD1897,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,9/4/2018,09,00,00,04,2,00,15,2018,17630,1523232000,PROVIDER1022,ORD1898,WWE1001,TRU1006,WWE1001
13/4/2018,13,00,00,04,2,00,15,2018,17634,1523577600,10/4/2018,10,00,00,04,2,00,15,2018,17631,1523318400,PROVIDER1022,ORD1899,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,11/4/2018,11,00,00,04,2,00,15,2018,17632,1523404800,PROVIDER1022,ORD1900,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,12/4/2018,12,00,00,04,2,00,15,2018,17633,1523491200,PROVIDER1022,ORD1901,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,13/4/2018,13,00,00,04,2,00,15,2018,17634,1523577600,PROVIDER1022,ORD1902,WWE1001,TRU1006,WWE1001
17/4/2018,17,00,00,04,2,00,16,2018,17638,1523923200,14/4/2018,14,00,00,04,2,00,15,2018,17635,1523664000,PROVIDER1022,ORD1903,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,15/4/2018,15,00,00,04,2,00,15,2018,17636,1523750400,PROVIDER1022,ORD1904,WWE1001,TRU1006,WWE1001
19/4/2018,19,00,00,04,2,00,16,2018,17640,1524096000,16/4/2018,16,00,00,04,2,00,16,2018,17637,1523836800,PROVIDER1022,ORD1905,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,17/4/2018,17,00,00,04,2,00,16,2018,17638,1523923200,PROVIDER1022,ORD1906,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,18/4/2018,18,00,00,04,2,00,16,2018,17639,1524009600,PROVIDER1022,ORD1907,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,19/4/2018,19,00,00,04,2,00,16,2018,17640,1524096000,PROVIDER1022,ORD1908,WWE1001,TRU1006,WWE1001
23/4/2018,23,00,00,04,2,00,17,2018,17644,1524441600,20/4/2018,20,00,00,04,2,00,16,2018,17641,1524182400,PROVIDER1022,ORD1909,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,21/4/2018,21,00,00,04,2,00,16,2018,17642,1524268800,PROVIDER1022,ORD1910,WWE1001,TRU1006,WWE1001
25/4/2018,25,00,00,04,2,00,17,2018,17646,1524614400,22/4/2018,22,00,00,04,2,00,16,2018,17643,1524355200,PROVIDER1022,ORD1911,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,23/4/2018,23,00,00,04,2,00,17,2018,17644,1524441600,PROVIDER1022,ORD1912,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,24/4/2018,24,00,00,04,2,00,17,2018,17645,1524528000,PROVIDER1022,ORD1913,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,25/4/2018,25,00,00,04,2,00,17,2018,17646,1524614400,PROVIDER1022,ORD1914,WWE1001,TRU1006,WWE1001
29/4/2018,29,00,00,04,2,00,17,2018,17650,1524960000,26/4/2018,26,00,00,04,2,00,17,2018,17647,1524700800,PROVIDER1022,ORD1915,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,27/4/2018,27,00,00,04,2,00,17,2018,17648,1524787200,PROVIDER1021,ORD1916,WWE1001,TRU1006,WWE1001
1/5/2018,01,00,00,05,2,00,18,2018,17652,1525132800,28/4/2018,28,00,00,04,2,00,17,2018,17649,1524873600,PROVIDER1021,ORD1917,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,29/4/2018,29,00,00,04,2,00,17,2018,17650,1524960000,PROVIDER1021,ORD1918,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,30/4/2018,30,00,00,04,2,00,18,2018,17651,1525046400,PROVIDER1021,ORD1919,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,1/5/2018,01,00,00,05,2,00,18,2018,17652,1525132800,PROVIDER1021,ORD1920,WWE1001,TRU1006,WWE1001
5/5/2018,05,00,00,05,2,00,18,2018,17656,1525478400,2/5/2018,02,00,00,05,2,00,18,2018,17653,1525219200,PROVIDER1022,ORD1921,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,3/5/2018,03,00,00,05,2,00,18,2018,17654,1525305600,PROVIDER1021,ORD1922,WWE1001,TRU1006,WWE1001
7/5/2018,07,00,00,05,2,00,19,2018,17658,1525651200,4/5/2018,04,00,00,05,2,00,18,2018,17655,1525392000,PROVIDER1022,ORD1923,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,5/5/2018,05,00,00,05,2,00,18,2018,17656,1525478400,PROVIDER1022,ORD1924,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,6/5/2018,06,00,00,05,2,00,18,2018,17657,1525564800,PROVIDER1022,ORD1925,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,7/5/2018,07,00,00,05,2,00,19,2018,17658,1525651200,PROVIDER1022,ORD1926,WWE1001,TRU1006,WWE1001
11/5/2018,11,00,00,05,2,00,19,2018,17662,1525996800,8/5/2018,08,00,00,05,2,00,19,2018,17659,1525737600,PROVIDER1022,ORD1927,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,9/5/2018,09,00,00,05,2,00,19,2018,17660,1525824000,PROVIDER1022,ORD1928,WWE1001,TRU1006,WWE1001
13/5/2018,13,00,00,05,2,00,19,2018,17664,1526169600,10/5/2018,10,00,00,05,2,00,19,2018,17661,1525910400,PROVIDER1022,ORD1929,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,11/5/2018,11,00,00,05,2,00,19,2018,17662,1525996800,PROVIDER1022,ORD1930,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,12/5/2018,12,00,00,05,2,00,19,2018,17663,1526083200,PROVIDER1022,ORD1931,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,13/5/2018,13,00,00,05,2,00,19,2018,17664,1526169600,PROVIDER1022,ORD1932,WWE1001,TRU1006,WWE1001
17/5/2018,17,00,00,05,2,00,20,2018,17668,1526515200,14/5/2018,14,00,00,05,2,00,20,2018,17665,1526256000,PROVIDER1022,ORD1933,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,15/5/2018,15,00,00,05,2,00,20,2018,17666,1526342400,PROVIDER1022,ORD1934,WWE1001,TRU1006,WWE1001
19/5/2018,19,00,00,05,2,00,20,2018,17670,1526688000,16/5/2018,16,00,00,05,2,00,20,2018,17667,1526428800,PROVIDER1022,ORD1935,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,17/5/2018,17,00,00,05,2,00,20,2018,17668,1526515200,PROVIDER1022,ORD1936,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,18/5/2018,18,00,00,05,2,00,20,2018,17669,1526601600,PROVIDER1022,ORD1937,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,19/5/2018,19,00,00,05,2,00,20,2018,17670,1526688000,PROVIDER1022,ORD1938,WWE1001,TRU1006,WWE1001
23/5/2018,23,00,00,05,2,00,21,2018,17674,1527033600,20/5/2018,20,00,00,05,2,00,20,2018,17671,1526774400,PROVIDER1022,ORD1939,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,21/5/2018,21,00,00,05,2,00,21,2018,17672,1526860800,PROVIDER1022,ORD1940,WWE1001,TRU1006,WWE1001
25/5/2018,25,00,00,05,2,00,21,2018,17676,1527206400,22/5/2018,22,00,00,05,2,00,21,2018,17673,1526947200,PROVIDER1022,ORD1941,WWE1001,TRU1006,WWE1001
"",,,,,,,,,0,0,23/5/2018,23,00,00,05,2,00,21,2018,17674,1527033600,PROVIDER1022,ORD1942,WWE1001,TRU1006,WWE1001
