Actual Arrival Date,Actual Arrival Date (Day),Actual Arrival Date (Hour),Actual Arrival Date (Minute),Actual Arrival Date (Month),Actual Arrival Date (Quarter),Actual Arrival Date (Second),Actual Arrival Date (Week),Actual Arrival Date (Year),Actual Arrival Date (Epoch days),Actual Arrival Date (Epoch seconds),Communicating With(Provider ID and Customer ID),Customer ID,Order Stage,Order Type,Ordered Date,Ordered Date (Day),Ordered Date (Hour),Ordered Date (Minute),Ordered Date (Month),Ordered Date (Quarter),Ordered Date (Second),Ordered Date (Week),Ordered Date (Year),Ordered Date (Epoch days),Ordered Date (Epoch seconds),Ordered ID,Ordered Quantity,Product IDs,Product Name,Promised Arrival Date,Promised Arrival Date (Day),Promised Arrival Date (Hour),Promised Arrival Date (Minute),Promised Arrival Date (Month),Promised Arrival Date (Quarter),Promised Arrival Date (Second),Promised Arrival Date (Week),Promised Arrival Date (Year),Promised Arrival Date (Epoch days),Promised Arrival Date (Epoch seconds),Warehouse IDs
"",,,,,,,,,0,0,PROVIDER1021,SERVICEPROVIDER1005,Ordered,Delivery,7/11/2019,11,00,00,07,3,00,28,2019,18088,1562803200,ORD1676,400,PRO1036,Pine Apple,9/11/2019,11,00,00,09,3,00,37,2019,18150,1568160000,WSE1001
11/11/2019,11,00,00,11,4,00,45,2019,18211,1573430400,PROVIDER1021,SERVICEPROVIDER1005,Order Received,Delivery,8/11/2019,11,00,00,08,3,00,32,2019,18119,1565481600,ORD1677,500,PRO1037,Goava,10/11/2019,11,00,00,10,4,00,41,2019,18180,1570752000,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1005,Order Picked,Delivery,9/11/2019,11,00,00,09,3,00,37,2019,18150,1568160000,ORD1678,300,PRO1038,Anadama Breads,11/11/2019,11,00,00,11,4,00,45,2019,18211,1573430400,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1005,Order Packaged,Delivery,10/11/2019,11,00,00,10,4,00,41,2019,18180,1570752000,ORD1679A,400,PRO1039,Arabica,12/11/2019,11,00,00,12,4,00,50,2019,18241,1576022400,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1005,Order Shipped,Delivery,11/20/2019,20,00,00,11,4,00,47,2019,18220,1574208000,ORD1679B,400,PRO1039,Arabica,11/23/2019,23,00,00,11,4,00,47,2019,18223,1574467200,WSE1001
"",,,,,,,,,0,0,PROVIDER1021,SERVICEPROVIDER1005,Order Shipped,Delivery,11/11/2019,11,00,00,11,4,00,45,2019,18211,1573430400,ORD1680,500,PRO1040,Lettuce Leaf,11/13/2019,13,00,00,11,4,00,46,2019,18213,1573603200,WSE1001
11/15/2019,15,00,00,11,4,00,46,2019,18215,1573776000,PROVIDER1022,SERVICEPROVIDER1005,Item Delivered,Delivery,12/11/2019,11,00,00,12,4,00,50,2019,18241,1576022400,ORD1681,300,PRO1041,Zinfandel,11/14/2019,14,00,00,11,4,00,46,2019,18214,1573689600,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1005,Ordered,Delivery,11/13/2019,13,00,00,11,4,00,46,2019,18213,1573603200,ORD1682,500,PRO1042,Syrah,11/15/2019,15,00,00,11,4,00,46,2019,18215,1573776000,WSE1001
11/17/2019,17,00,00,11,4,00,46,2019,18217,1573948800,PROVIDER1022,SERVICEPROVIDER1005,Order Received,Delivery,11/14/2019,14,00,00,11,4,00,46,2019,18214,1573689600,ORD1683,400,PRO1043,Chardonnay,11/16/2019,16,00,00,11,4,00,46,2019,18216,1573862400,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1005,Order Picked,Delivery,11/15/2019,15,00,00,11,4,00,46,2019,18215,1573776000,ORD1684,300,PRO1044,Merlot,11/17/2019,17,00,00,11,4,00,46,2019,18217,1573948800,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1005,Order Packaged,Delivery,11/16/2019,16,00,00,11,4,00,46,2019,18216,1573862400,ORD1685,300,PRO1045,Luzianne�,11/18/2019,18,00,00,11,4,00,46,2019,18218,1574035200,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1005,Order Shipped,Delivery,11/17/2019,17,00,00,11,4,00,46,2019,18217,1573948800,ORD1686,300,PRO1046,Robusta,11/19/2019,19,00,00,11,4,00,47,2019,18219,1574121600,WSE1001
11/21/2019,21,00,00,11,4,00,47,2019,18221,1574294400,PROVIDER1022,SERVICEPROVIDER1005,Item Delivered,Delivery,11/18/2019,18,00,00,11,4,00,46,2019,18218,1574035200,ORD1687,300,PRO1047,Red Diamond,11/20/2019,20,00,00,11,4,00,47,2019,18220,1574208000,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1005,Ordered,Delivery,11/19/2019,19,00,00,11,4,00,47,2019,18219,1574121600,ORD1688,400,PRO1048,Boston Brown Breads,11/21/2019,21,00,00,11,4,00,47,2019,18221,1574294400,WSE1001
11/23/2019,23,00,00,11,4,00,47,2019,18223,1574467200,PROVIDER1022,SERVICEPROVIDER1005,Order Received,Delivery,11/20/2019,20,00,00,11,4,00,47,2019,18220,1574208000,ORD1689,300,PRO1049,Cuban Breads,11/22/2019,22,00,00,11,4,00,47,2019,18222,1574380800,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1005,Order Picked,Delivery,11/21/2019,21,00,00,11,4,00,47,2019,18221,1574294400,ORD1690,500,PRO1050,Grahum Breads,11/23/2019,23,00,00,11,4,00,47,2019,18223,1574467200,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1005,Order Packaged,Delivery,11/22/2019,22,00,00,11,4,00,47,2019,18222,1574380800,ORD1691,0,PRO1051,Tazo and Teavana,11/24/2019,24,00,00,11,4,00,47,2019,18224,1574553600,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1005,Order Shipped,Delivery,11/23/2019,23,00,00,11,4,00,47,2019,18223,1574467200,ORD1692,400,PRO1052,CANDLES,11/25/2019,25,00,00,11,4,00,47,2019,18225,1574640000,WSE1001
11/27/2019,27,00,00,11,4,00,48,2019,18227,1574812800,PROVIDER1022,SERVICEPROVIDER1005,Item Delivered,Delivery,11/24/2019,24,00,00,11,4,00,47,2019,18224,1574553600,ORD1693,500,PRO1053,FILM,11/26/2019,26,00,00,11,4,00,48,2019,18226,1574726400,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1005,Ordered,Delivery,11/25/2019,25,00,00,11,4,00,47,2019,18225,1574640000,ORD1694,400,PRO1054,ARTWORK,11/27/2019,27,00,00,11,4,00,48,2019,18227,1574812800,WSE1001
11/29/2019,29,00,00,11,4,00,48,2019,18229,1574985600,PROVIDER1022,SERVICEPROVIDER1005,Order Received,Delivery,11/26/2019,26,00,00,11,4,00,48,2019,18226,1574726400,ORD1695,300,PRO1055,PLANTS,11/28/2019,28,00,00,11,4,00,48,2019,18228,1574899200,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1005,Order Picked,Delivery,11/27/2019,27,00,00,11,4,00,48,2019,18227,1574812800,ORD1696,400,PRO1056,LIPSTICK,11/29/2019,29,00,00,11,4,00,48,2019,18229,1574985600,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1005,Order Packaged,Delivery,11/28/2019,28,00,00,11,4,00,48,2019,18228,1574899200,ORD1697,500,PRO1057,COLOGNE,11/30/2019,30,00,00,11,4,00,48,2019,18230,1575072000,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1005,Order Shipped,Delivery,11/29/2019,29,00,00,11,4,00,48,2019,18229,1574985600,ORD1698,300,PRO1058,MEDICINE,1/12/2019,12,00,00,01,1,00,02,2019,17908,1547251200,WSE1001
3/12/2019,12,00,00,03,1,00,11,2019,17967,1552348800,PROVIDER1022,SERVICEPROVIDER1005,Item Delivered,Delivery,11/30/2019,30,00,00,11,4,00,48,2019,18230,1575072000,ORD1699,400,PRO1059,Natural peanut butter,2/12/2019,12,00,00,02,1,00,07,2019,17939,1549929600,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1005,Ordered,Delivery,1/12/2019,12,00,00,01,1,00,02,2019,17908,1547251200,ORD1700,500,PRO1060,Home-made cookies,3/12/2019,12,00,00,03,1,00,11,2019,17967,1552348800,WSE1001
5/12/2019,12,00,00,05,2,00,19,2019,18028,1557619200,PROVIDER1021,SERVICEPROVIDER1005,Order Received,Delivery,2/12/2019,12,00,00,02,1,00,07,2019,17939,1549929600,ORD1701,300,PRO1061,Graden seeds,4/12/2019,12,00,00,04,2,00,15,2019,17998,1555027200,WSE1001
"",,,,,,,,,0,0,PROVIDER1021,SERVICEPROVIDER1005,Order Picked,Delivery,3/12/2019,12,00,00,03,1,00,11,2019,17967,1552348800,ORD1702,400,PRO1062,Avocados,5/12/2019,12,00,00,05,2,00,19,2019,18028,1557619200,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1005,Order Packaged,Delivery,4/12/2019,12,00,00,04,2,00,15,2019,17998,1555027200,ORD1703,500,PRO1063,Whole wheat flour,6/12/2019,12,00,00,06,2,00,24,2019,18059,1560297600,WSE1001
"",,,,,,,,,0,0,PROVIDER1021,SERVICEPROVIDER1005,Order Shipped,Delivery,5/12/2019,12,00,00,05,2,00,19,2019,18028,1557619200,ORD1704,300,PRO1064,Cut Flowers,7/12/2019,12,00,00,07,3,00,28,2019,18089,1562889600,WSE1001
9/12/2019,12,00,00,09,3,00,37,2019,18151,1568246400,PROVIDER1021,SERVICEPROVIDER1005,Item Delivered,Delivery,6/12/2019,12,00,00,06,2,00,24,2019,18059,1560297600,ORD1705,400,PRO1065,Apricots,8/12/2019,12,00,00,08,3,00,32,2019,18120,1565568000,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1005,Ordered,Delivery,7/12/2019,12,00,00,07,3,00,28,2019,18089,1562889600,ORD1706,500,PRO1066,Asparagus,9/12/2019,12,00,00,09,3,00,37,2019,18151,1568246400,WSE1001
11/12/2019,12,00,00,11,4,00,46,2019,18212,1573516800,PROVIDER1021,SERVICEPROVIDER1005,Order Received,Delivery,8/12/2019,12,00,00,08,3,00,32,2019,18120,1565568000,ORD1707,500,PRO1067,Beans,10/12/2019,12,00,00,10,4,00,41,2019,18181,1570838400,WSE1001
"",,,,,,,,,0,0,PROVIDER1021,SERVICEPROVIDER1005,Order Picked,Delivery,9/12/2019,12,00,00,09,3,00,37,2019,18151,1568246400,ORD1708,500,PRO1068,Broccoli,11/12/2019,12,00,00,11,4,00,46,2019,18212,1573516800,WSE1001
"",,,,,,,,,0,0,PROVIDER1021,SERVICEPROVIDER1005,Order Packaged,Delivery,10/12/2019,12,00,00,10,4,00,41,2019,18181,1570838400,ORD1709,400,PRO1069,Black berry,12/12/2019,12,00,00,12,4,00,50,2019,18242,1576108800,WSE1001
"",,,,,,,,,0,0,PROVIDER1021,SERVICEPROVIDER1006,Order Shipped,Delivery,11/12/2019,12,00,00,11,4,00,46,2019,18212,1573516800,ORD1710,300,PRO1070,Cabbage,12/13/2019,13,00,00,12,4,00,50,2019,18243,1576195200,WSE1001
12/15/2019,15,00,00,12,4,00,50,2019,18245,1576368000,PROVIDER1021,SERVICEPROVIDER1006,Item Delivered,Delivery,12/12/2019,12,00,00,12,4,00,50,2019,18242,1576108800,ORD1711,400,PRO1071,Cauliflower,12/14/2019,14,00,00,12,4,00,50,2019,18244,1576281600,WSE1001
"",,,,,,,,,0,0,PROVIDER1021,SERVICEPROVIDER1006,Ordered,Delivery,12/13/2019,13,00,00,12,4,00,50,2019,18243,1576195200,ORD1712,300,PRO1072,Cherries,12/15/2019,15,00,00,12,4,00,50,2019,18245,1576368000,WSE1001
12/17/2019,17,00,00,12,4,00,51,2019,18247,1576540800,PROVIDER1021,SERVICEPROVIDER1006,Order Received,Delivery,12/14/2019,14,00,00,12,4,00,50,2019,18244,1576281600,ORD1713,300,PRO1073,Cucumber,12/16/2019,16,00,00,12,4,00,50,2019,18246,1576454400,WSE1001
"",,,,,,,,,0,0,PROVIDER1021,SERVICEPROVIDER1006,Order Picked,Delivery,12/15/2019,15,00,00,12,4,00,50,2019,18245,1576368000,ORD1714,400,PRO1074,Brinjal,12/17/2019,17,00,00,12,4,00,51,2019,18247,1576540800,WSE1001
"",,,,,,,,,0,0,PROVIDER1021,SERVICEPROVIDER1006,Order Packaged,Delivery,12/16/2019,16,00,00,12,4,00,50,2019,18246,1576454400,ORD1715,500,PRO1075,Grapes,12/18/2019,18,00,00,12,4,00,51,2019,18248,1576627200,WSE1001
"",,,,,,,,,0,0,PROVIDER1021,SERVICEPROVIDER1006,Order Shipped,Delivery,12/17/2019,17,00,00,12,4,00,51,2019,18247,1576540800,ORD1716,400,PRO1076,Lemons,12/19/2019,19,00,00,12,4,00,51,2019,18249,1576713600,WSE1001
12/21/2019,21,00,00,12,4,00,51,2019,18251,1576886400,PROVIDER1021,SERVICEPROVIDER1006,Item Delivered,Delivery,12/18/2019,18,00,00,12,4,00,51,2019,18248,1576627200,ORD1717,300,PRO1077,Lettuce,12/20/2019,20,00,00,12,4,00,51,2019,18250,1576800000,WSE1001
"",,,,,,,,,0,0,PROVIDER1021,SERVICEPROVIDER1006,Ordered,Delivery,12/19/2019,19,00,00,12,4,00,51,2019,18249,1576713600,ORD1718,300,PRO1078,Lime,12/21/2019,21,00,00,12,4,00,51,2019,18251,1576886400,WSE1001
12/23/2019,23,00,00,12,4,00,51,2019,18253,1577059200,PROVIDER1021,SERVICEPROVIDER1006,Order Received,Delivery,12/20/2019,20,00,00,12,4,00,51,2019,18250,1576800000,ORD1719,400,PRO1079,Melon water,12/22/2019,22,00,00,12,4,00,51,2019,18252,1576972800,WSE1001
"",,,,,,,,,0,0,PROVIDER1021,SERVICEPROVIDER1006,Order Picked,Delivery,12/21/2019,21,00,00,12,4,00,51,2019,18251,1576886400,ORD1720,500,PRO1080,Peach,12/23/2019,23,00,00,12,4,00,51,2019,18253,1577059200,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1006,Order Packaged,Delivery,12/22/2019,22,00,00,12,4,00,51,2019,18252,1576972800,ORD1721,400,PRO1081,Cod,12/24/2019,24,00,00,12,4,00,52,2019,18254,1577145600,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1006,Order Shipped,Delivery,12/23/2019,23,00,00,12,4,00,51,2019,18253,1577059200,ORD1722,500,PRO1082,Salmon,12/25/2019,25,00,00,12,4,00,52,2019,18255,1577232000,WSE1001
12/27/2019,27,00,00,12,4,00,52,2019,18257,1577404800,PROVIDER1022,SERVICEPROVIDER1006,Item Delivered,Delivery,12/24/2019,24,00,00,12,4,00,52,2019,18254,1577145600,ORD1723,300,PRO1083,Trout,12/26/2019,26,00,00,12,4,00,52,2019,18256,1577318400,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1006,Ordered,Delivery,12/25/2019,25,00,00,12,4,00,52,2019,18255,1577232000,ORD1724,400,PRO1084,Tuna,12/27/2019,27,00,00,12,4,00,52,2019,18257,1577404800,WSE1001
12/29/2019,29,00,00,12,4,00,52,2019,18259,1577577600,PROVIDER1022,SERVICEPROVIDER1006,Order Received,Delivery,12/26/2019,26,00,00,12,4,00,52,2019,18256,1577318400,ORD1725,300,PRO1085,Haddock,12/28/2019,28,00,00,12,4,00,52,2019,18258,1577491200,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1006,Order Picked,Delivery,12/27/2019,27,00,00,12,4,00,52,2019,18257,1577404800,ORD1726,500,PRO1086,Sea bream,12/29/2019,29,00,00,12,4,00,52,2019,18259,1577577600,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1006,Order Packaged,Delivery,12/28/2019,28,00,00,12,4,00,52,2019,18258,1577491200,ORD1727,400,PRO1087,Plaice,12/30/2019,30,00,00,12,4,00,52,2019,18260,1577664000,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1006,Order Shipped,Delivery,12/29/2019,29,00,00,12,4,00,52,2019,18259,1577577600,ORD1728,500,PRO1088,Shark,12/31/2019,31,00,00,12,4,00,53,2019,18261,1577750400,WSE1001
2/1/2020,01,00,00,02,1,00,05,2020,18293,1580515200,PROVIDER1022,SERVICEPROVIDER1006,Item Delivered,Delivery,12/30/2019,30,00,00,12,4,00,52,2019,18260,1577664000,ORD1729,300,PRO1089,Squid,1/1/2020,01,00,00,01,1,00,01,2020,18262,1577836800,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1006,Order Packaged,Delivery,12/31/2019,31,00,00,12,4,00,53,2019,18261,1577750400,ORD1730,400,PRO1090,Crab,2/1/2020,01,00,00,02,1,00,05,2020,18293,1580515200,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1006,Order Shipped,Delivery,1/1/2020,01,00,00,01,1,00,01,2020,18262,1577836800,ORD1731,500,PRO1091,Chardonnay,3/1/2020,01,00,00,03,1,00,09,2020,18322,1583020800,WSE1001
5/1/2020,01,00,00,05,2,00,18,2020,18383,1588291200,PROVIDER1022,SERVICEPROVIDER1006,Item Delivered,Delivery,2/1/2020,01,00,00,02,1,00,05,2020,18293,1580515200,ORD1732,300,PRO1092,Shrimps,4/1/2020,01,00,00,04,2,00,14,2020,18353,1585699200,WSE1001
6/1/2020,01,00,00,06,2,00,22,2020,18414,1590969600,PROVIDER1022,SERVICEPROVIDER1006,Order Received,Delivery,3/1/2020,01,00,00,03,1,00,09,2020,18322,1583020800,ORD1733,300,PRO1093,Riesling,5/1/2020,01,00,00,05,2,00,18,2020,18383,1588291200,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1006,Order Picked,Delivery,4/1/2020,01,00,00,04,2,00,14,2020,18353,1585699200,ORD1734,300,PRO1094,Langoustine,6/1/2020,01,00,00,06,2,00,22,2020,18414,1590969600,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1006,Order Packaged,Delivery,5/1/2020,01,00,00,05,2,00,18,2020,18383,1588291200,ORD1735,300,PRO1095,Pinot Grigio,7/1/2020,01,00,00,07,3,00,27,2020,18444,1593561600,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1006,Order Shipped,Delivery,6/1/2020,01,00,00,06,2,00,22,2020,18414,1590969600,ORD1736,300,PRO1096,Lobster,8/1/2020,01,00,00,08,3,00,31,2020,18475,1596240000,WSE1001
10/1/2020,01,00,00,10,4,00,40,2020,18536,1601510400,PROVIDER1022,SERVICEPROVIDER1006,Item Delivered,Delivery,7/1/2020,01,00,00,07,3,00,27,2020,18444,1593561600,ORD1737,300,PRO1097,Sauvignon Blanc,9/1/2020,01,00,00,09,3,00,35,2020,18506,1598918400,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1006,Ordered,Delivery,8/1/2020,01,00,00,08,3,00,31,2020,18475,1596240000,ORD1738,0,PRO1098,Prawn,10/1/2020,01,00,00,10,4,00,40,2020,18536,1601510400,WSE1001
12/1/2020,01,00,00,12,4,00,48,2020,18597,1606780800,PROVIDER1022,SERVICEPROVIDER1006,Order Received,Delivery,9/1/2020,01,00,00,09,3,00,35,2020,18506,1598918400,ORD1739,0,PRO1099,Cabernet Sauvignon,11/1/2020,01,00,00,11,4,00,44,2020,18567,1604188800,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1006,Order Picked,Delivery,9/1/2020,01,00,00,09,3,00,35,2020,18506,1598918400,ORD1740,0,PRO1100,Crayfish,12/1/2020,01,00,00,12,4,00,48,2020,18597,1606780800,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1006,Order Packaged,Delivery,9/1/2020,01,00,00,09,3,00,35,2020,18506,1598918400,ORD1741,0,PRO1101,Pinot Noir,1/13/2020,13,00,00,01,1,00,02,2020,18274,1578873600,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1007,Order Shipped,Delivery,9/1/2020,01,00,00,09,3,00,35,2020,18506,1598918400,ORD1742,0,PRO1102,Krill,1/14/2020,14,00,00,01,1,00,02,2020,18275,1578960000,WSE1001
1/16/2020,16,00,00,01,1,00,03,2020,18277,1579132800,PROVIDER1022,SERVICEPROVIDER1007,Item Delivered,Delivery,1/13/2020,13,00,00,01,1,00,02,2020,18274,1578873600,ORD1743,0,PRO1103,Syrah,1/15/2020,15,00,00,01,1,00,03,2020,18276,1579046400,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1007,Ordered,Delivery,1/14/2020,14,00,00,01,1,00,02,2020,18275,1578960000,ORD1744,500,PRO1104,Barnacles,1/16/2020,16,00,00,01,1,00,03,2020,18277,1579132800,WSE1001
1/18/2020,18,00,00,01,1,00,03,2020,18279,1579305600,PROVIDER1022,SERVICEPROVIDER1007,Order Received,Delivery,1/15/2020,15,00,00,01,1,00,03,2020,18276,1579046400,ORD1745,400,PRO1105,Land snails,1/17/2020,17,00,00,01,1,00,03,2020,18278,1579219200,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1007,Order Picked,Delivery,1/16/2020,16,00,00,01,1,00,03,2020,18277,1579132800,ORD1746,300,PRO1106,Malbec,1/18/2020,18,00,00,01,1,00,03,2020,18279,1579305600,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1007,Order Packaged,Delivery,1/17/2020,17,00,00,01,1,00,03,2020,18278,1579219200,ORD1747,400,PRO1107,Whelks,1/19/2020,19,00,00,01,1,00,03,2020,18280,1579392000,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1007,Order Shipped,Delivery,1/18/2020,18,00,00,01,1,00,03,2020,18279,1579305600,ORD1748,500,PRO1108,Merlot,1/20/2020,20,00,00,01,1,00,03,2020,18281,1579478400,WSE1001
1/22/2020,22,00,00,01,1,00,04,2020,18283,1579651200,PROVIDER1022,SERVICEPROVIDER1007,Item Delivered,Delivery,1/19/2020,19,00,00,01,1,00,03,2020,18280,1579392000,ORD1749,300,PRO1109,Cappuccino,1/21/2020,21,00,00,01,1,00,03,2020,18282,1579564800,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1007,Ordered,Delivery,1/20/2020,20,00,00,01,1,00,03,2020,18281,1579478400,ORD1750,400,PRO1110,Espresso,1/22/2020,22,00,00,01,1,00,04,2020,18283,1579651200,WSE1001
1/24/2020,24,00,00,01,1,00,04,2020,18285,1579824000,PROVIDER1022,SERVICEPROVIDER1007,Order Received,Delivery,1/21/2020,21,00,00,01,1,00,03,2020,18282,1579564800,ORD1751,500,PRO1111,Flat White,1/23/2020,23,00,00,01,1,00,04,2020,18284,1579737600,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1007,Order Picked,Delivery,1/22/2020,22,00,00,01,1,00,04,2020,18283,1579651200,ORD1752,300,PRO1112,Long Black,1/24/2020,24,00,00,01,1,00,04,2020,18285,1579824000,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1007,Order Packaged,Delivery,1/23/2020,23,00,00,01,1,00,04,2020,18284,1579737600,ORD1753,400,PRO1113,Macchiato,1/25/2020,25,00,00,01,1,00,04,2020,18286,1579910400,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1007,Order Shipped,Delivery,1/24/2020,24,00,00,01,1,00,04,2020,18285,1579824000,ORD1754,500,PRO1114,Mochaccino,1/26/2020,26,00,00,01,1,00,04,2020,18287,1579996800,WSE1001
1/28/2020,28,00,00,01,1,00,04,2020,18289,1580169600,PROVIDER1022,SERVICEPROVIDER1007,Item Delivered,Delivery,1/25/2020,25,00,00,01,1,00,04,2020,18286,1579910400,ORD1755,300,PRO1115,Irish�Coffee,1/27/2020,27,00,00,01,1,00,04,2020,18288,1580083200,WSE1001
"",,,,,,,,,0,0,PROVIDER1021,SERVICEPROVIDER1007,Ordered,Delivery,1/26/2020,26,00,00,01,1,00,04,2020,18287,1579996800,ORD1756,400,PRO1116,raspberries,1/28/2020,28,00,00,01,1,00,04,2020,18289,1580169600,WSE1001
1/30/2020,30,00,00,01,1,00,05,2020,18291,1580342400,PROVIDER1021,SERVICEPROVIDER1007,Order Received,Delivery,1/27/2020,27,00,00,01,1,00,04,2020,18288,1580083200,ORD1757,500,PRO1117,�Blueberries,1/29/2020,29,00,00,01,1,00,05,2020,18290,1580256000,WSE1001
"",,,,,,,,,0,0,PROVIDER1021,SERVICEPROVIDER1007,Order Picked,Delivery,1/28/2020,28,00,00,01,1,00,04,2020,18289,1580169600,ORD1758,500,PRO1118,�Kiwifruit,1/30/2020,30,00,00,01,1,00,05,2020,18291,1580342400,WSE1001
"",,,,,,,,,0,0,PROVIDER1021,SERVICEPROVIDER1007,Order Packaged,Delivery,1/29/2020,29,00,00,01,1,00,05,2020,18290,1580256000,ORD1759,500,PRO1119,�Passionfruit,1/31/2020,31,00,00,01,1,00,05,2020,18292,1580428800,WSE1001
"",,,,,,,,,0,0,PROVIDER1021,SERVICEPROVIDER1007,Order Shipped,Delivery,1/30/2020,30,00,00,01,1,00,05,2020,18291,1580342400,ORD1760,400,PRO1120,�Rockmelons�,1/2/2020,02,00,00,01,1,00,01,2020,18263,1577923200,WSE1001
3/2/2020,02,00,00,03,1,00,09,2020,18323,1583107200,PROVIDER1022,SERVICEPROVIDER1007,Item Delivered,Delivery,1/31/2020,31,00,00,01,1,00,05,2020,18292,1580428800,ORD1761,300,PRO1121,Honeydew Melons,2/2/2020,02,00,00,02,1,00,05,2020,18294,1580601600,WSE1001
"",,,,,,,,,0,0,PROVIDER1021,SERVICEPROVIDER1007,Ordered,Delivery,1/2/2020,02,00,00,01,1,00,01,2020,18263,1577923200,ORD1762,400,PRO1122,�Plums,3/2/2020,02,00,00,03,1,00,09,2020,18323,1583107200,WSE1001
5/2/2020,02,00,00,05,2,00,18,2020,18384,1588377600,PROVIDER1022,SERVICEPROVIDER1007,Order Received,Delivery,2/2/2020,02,00,00,02,1,00,05,2020,18294,1580601600,ORD1763,300,PRO1123,mandarins,4/2/2020,02,00,00,04,2,00,14,2020,18354,1585785600,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1007,Order Picked,Delivery,3/2/2020,02,00,00,03,1,00,09,2020,18323,1583107200,ORD1764,300,PRO1124,Bacon,5/2/2020,02,00,00,05,2,00,18,2020,18384,1588377600,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1007,Order Packaged,Delivery,4/2/2020,02,00,00,04,2,00,14,2020,18354,1585785600,ORD1765,400,PRO1125,Sausage,6/2/2020,02,00,00,06,2,00,22,2020,18415,1591056000,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1007,Order Shipped,Delivery,5/2/2020,02,00,00,05,2,00,18,2020,18384,1588377600,ORD1766,500,PRO1126,Ham,7/2/2020,02,00,00,07,3,00,27,2020,18445,1593648000,WSE1001
9/2/2020,02,00,00,09,3,00,36,2020,18507,1599004800,PROVIDER1022,SERVICEPROVIDER1007,Item Delivered,Delivery,6/2/2020,02,00,00,06,2,00,22,2020,18415,1591056000,ORD1767,400,PRO1127,Pepperoni,8/2/2020,02,00,00,08,3,00,31,2020,18476,1596326400,WSE1001
